Date,Average Retail Price: Rice: Traditional Market,Average Retail Price: Rice: Low Quality I: Traditional Market,Average Retail Price: Rice: Low Quality II: Traditional Market,Average Retail Price: Rice: Medium Quality I: Traditional Market,Average Retail Price: Rice: Medium Quality II: Traditional Market,Average Retail Price: Rice: Super Quality I: Traditional Market,Average Retail Price: Rice: Super Quality II: Traditional Market,Average Retail Price: Chicken Meat: Traditional Market,Average Retail Price: Chicken Meat: Purebred Chicken: Traditional Market,Average Retail Price: Beef: Traditional Market,Average Retail Price: Beef: Quality 1: Traditional Market,Average Retail Price: Beef: Quality 2: Traditional Market,Average Retail Price: Egg: Traditional Market,Average Retail Price: Egg: Purebred Chicken Egg: Traditional Market,Average Retail Price: Onion: Traditional Market,Average Retail Price: Onion: Medium Size: Traditional Market,Average Retail Price: Garlic: Traditional Market,Average Retail Price: Garlic: Medium Size: Traditional Market,Average Retail Price: Red Chili Pepper: Traditional Market,Average Retail Price: Red Chili Pepper: Big: Traditional Market,Average Retail Price: Red Chili Pepper: Curly: Traditional Market,Average Retail Price: Cayenne Pepper: Traditional Market,Average Retail Price: Cayenne Pepper: Green: Traditional Market,Average Retail Price: Cayenne Pepper: Red: Traditional Market,Average Retail Price: Cooking Oil: Traditional Market,Average Retail Price: Cooking Oil: Bulky: Traditional Market,Average Retail Price: Cooking Oil: Brand I: Traditional Market,Average Retail Price: Cooking Oil: Brand II: Traditional Market,Average Retail Price: Sugar: Traditional Market,Average Retail Price: Sugar: Premium Quality: Traditional Market,Average Retail Price: Sugar: Local: Traditional Market,Average Retail Price: Rice: Modern Market,Average Retail Price: Rice: Low Quality I: Modern Market,Average Retail Price: Rice: Low Quality II: Modern Market,Average Retail Price: Rice: Medium Quality I: Modern Market,Average Retail Price: Rice: Medium Quality II: Modern Market,Average Retail Price: Rice: Super Quality I: Modern Market,Average Retail Price: Rice: Super Quality II: Modern Market,Average Retail Price: Chicken Meat: Modern Market,Average Retail Price: Chicken Meat: Purebred Chicken: Modern Market,Average Retail Price: Beef: Modern Market,Average Retail Price: Beef: Quality 1: Modern Market,Average Retail Price: Beef: Quality 2: Modern Market,Average Retail Price: Egg: Modern Market,Retail Price: Egg: Purebred Chicken Egg: Modern Market,Retail Price: Onion: Modern Market,Average Retail Price: Onion: Medium Size: Modern Market,Average Retail Price: Garlic: Modern Market,Average Retail Price: Garlic: Medium Size: Modern Market,Average Retail Price: Red Chili Pepper: Modern Market,Average Retail Price: Red Chili Pepper: Big: Modern Market,Average Retail Price: Red Chili Pepper: Curly: Modern Market,Average Retail Price: Cayenne Pepper: Modern Market,Average Retail Price: Cayenne Pepper: Green: Modern Market,Average Retail Price: Cayenne Pepper: Red: Modern Market,Average Retail Price: Cooking Oil: Modern Market,Average Retail Price: Cooking Oil: Brand I: Modern Market,Average Retail Price: Cooking Oil: Brand II: Modern Market,Average Retail Price: Sugar: Modern Market,Average Retail Price: Sugar: Premium Quality: Modern Market,Average Retail Price: Sugar: Local: Modern Market
9/7/2020,11800,10750,10400,11850,11650,13100,12700,31050,31050,118150,121800,112900,25300,25300,30850,30850,26450,26450,30950,32600,29750,32750,31150,34100,13950,12700,14750,14100,14550,16150,13650,13950,12300,12450,14050,13750,15350,14750,37850,37850,147350,154200,143250,27750,27750,49950,49950,32100,32100,48050,54750,42800,55000,54500,55900,15800,15900,15750,13750,14250,13150
9/8/2020,11800,10750,10400,11850,11650,13100,12700,31300,31300,118200,121800,112950,25200,25200,30900,30900,26450,26450,31450,33400,30150,32550,31050,33900,13950,12750,14750,14100,14550,16150,13600,13950,12300,12450,14050,13750,15350,14750,37800,37800,147350,154150,143250,27750,27750,49950,49950,32100,32100,48050,54750,42750,54950,54450,55850,15800,15900,15750,13750,14250,13150
9/9/2020,11800,10750,10400,11850,11650,13100,12700,31450,31450,118200,121800,112950,25050,25050,31000,31000,26500,26500,31750,33450,30350,32800,31100,33950,13950,12800,14750,14100,14550,16100,13600,13950,12350,12450,14050,13750,15350,14750,37900,37900,147950,155000,143400,27550,27550,48400,48400,32350,32350,48250,54950,42900,55150,54200,56350,15850,15850,15850,13650,14200,13050
9/10/2020,11800,10750,10400,11850,11650,13100,12700,31500,31500,118100,121750,112850,25000,25000,31050,31050,26600,26600,31850,33750,30450,32600,31000,33850,13950,12800,14750,14100,14550,16100,13600,13950,12350,12450,14050,13750,15350,14750,37900,37900,147950,155000,143400,27550,27550,48400,48400,32350,32350,48300,55000,42950,55150,54200,56350,15850,15850,15850,13650,14200,13050
9/11/2020,11800,10750,10400,11850,11650,13100,12700,31650,31650,118150,121800,112850,24950,24950,31000,31000,26550,26550,31900,33600,30600,32600,30700,33750,13950,12850,14750,14100,14550,16100,13600,13950,12350,12450,14050,13750,15350,14750,37950,37950,147950,155000,143400,27550,27550,48300,48300,32350,32350,48300,55000,42950,55150,54200,56350,15850,15850,15850,13650,14200,13050
9/14/2020,11800,10750,10400,11850,11650,13100,12700,31300,31300,118100,121800,112750,24850,24850,31100,31100,26600,26600,32850,34650,31350,32100,30700,33150,14000,12850,14750,14100,14550,16100,13600,13950,12350,12500,14050,13750,15350,14800,37900,37900,148050,155150,143500,27500,27500,48300,48300,32300,32300,48300,55000,42950,55100,54200,56350,15850,15850,15850,13650,14200,13050
9/15/2020,11800,10750,10400,11850,11650,13100,12700,31250,31250,117950,121850,112450,24800,24800,31100,31100,26800,26800,33000,34900,31450,31850,30650,32850,14000,12850,14750,14100,14500,16100,13600,13950,12350,12500,14050,13750,15350,14800,37800,37800,148050,155150,143500,27500,27500,48300,48300,32350,32350,48300,55000,42950,55150,54250,56350,15850,15850,15850,13650,14200,13050
9/16/2020,11800,10750,10400,11850,11650,13100,12700,31400,31400,118100,121800,112750,24800,24800,31050,31050,26800,26800,33250,35050,31750,32050,30900,33000,14000,12900,14800,14150,14500,16100,13550,13950,12350,12500,14050,13700,15350,14750,38050,38050,146250,153050,143950,27200,27200,46800,46800,32700,32700,48550,55300,43150,54650,53500,56250,15900,15850,15950,13650,14200,13000
9/17/2020,11800,10750,10400,11850,11650,13100,12700,31550,31550,118100,121800,112750,24750,24750,31050,31050,26850,26850,33300,35050,31750,32000,30850,32900,14000,12900,14800,14150,14500,16050,13550,13950,12350,12500,14050,13700,15350,14750,38050,38050,146150,153300,144850,27200,27200,46800,46800,32700,32700,48600,56050,43200,54200,51950,56250,15900,15850,15950,13650,14200,13000
9/18/2020,11800,10750,10400,11850,11650,13100,12700,31550,31550,118100,121800,112750,24700,24700,30950,30950,26800,26800,33000,35200,31400,31550,30750,32400,14050,12900,14800,14150,14500,16050,13550,13950,12350,12500,14050,13700,15350,14750,38100,38100,146150,153300,144850,27200,27200,46800,46800,32700,32700,48550,56050,43200,54200,51950,56250,15900,15850,15950,13650,14200,13000
9/21/2020,11800,10750,10400,11850,11650,13100,12700,32100,32100,118100,121800,112750,24550,24550,30850,30850,26750,26750,34000,36450,32100,31500,31450,31750,14050,13000,14800,14150,14450,16050,13550,13950,12350,12500,14050,13750,15350,14750,38100,38100,146100,153150,144900,27150,27150,46850,46850,32700,32700,48550,56000,43200,54200,51950,56200,15900,15850,15950,13650,14200,13000
9/22/2020,11800,10750,10400,11850,11650,13100,12700,32150,32150,118100,121750,112750,24550,24550,30800,30800,26750,26750,34000,36450,32150,30800,30750,30900,14100,13050,14800,14150,14450,16050,13500,13950,12350,12500,14050,13750,15350,14750,38200,38200,146100,153200,144950,27200,27200,46850,46850,32700,32700,48600,56150,43200,54250,51950,56350,15900,15850,15950,13650,14200,13000
9/23/2020,11800,10750,10400,11850,11650,13100,12700,32250,32250,118200,121850,112850,24500,24500,30700,30700,26600,26600,34250,36500,32350,30700,30700,30600,14100,13050,14800,14150,14450,16000,13500,13950,12350,12450,14050,13750,15350,14750,37650,37650,147150,155150,143450,26950,26950,46300,46300,32350,32350,49900,57400,44300,52700,51500,53800,15950,15900,15950,13600,14150,13000
9/24/2020,11800,10750,10400,11850,11650,13100,12700,32100,32100,116650,120300,111300,24500,24500,30700,30700,26550,26550,34450,36750,32600,30600,30650,30500,14100,13100,14800,14150,14450,16000,13500,13950,12350,12450,14050,13750,15350,14750,37600,37600,148100,155150,144350,26950,26950,46300,46300,32350,32350,49900,57400,44350,52700,51500,53800,15950,15900,15950,13600,14100,13000
9/25/2020,11800,10750,10400,11850,11600,13100,12700,32150,32150,118200,121850,112850,24450,24450,30700,30700,26600,26600,34800,37050,33100,30700,30600,30650,14100,13100,14850,14200,14450,16000,13500,13950,12350,12450,14050,13750,15350,14750,37600,37600,148100,155150,144350,26950,26950,46300,46300,32350,32350,49900,57400,44350,52700,51500,53800,15950,15900,15950,13600,14100,13000
9/28/2020,11800,10750,10400,11850,11600,13100,12700,31900,31900,118150,121850,112800,24300,24300,30450,30450,26600,26600,36600,38350,35000,30600,30500,30700,14150,13100,14850,14200,14400,15950,13500,13950,12350,12450,14050,13750,15350,14750,37550,37550,148150,155150,144500,26950,26950,46300,46300,32350,32350,49900,57450,44350,52700,51500,53800,15950,15900,15950,13600,14100,13000
9/29/2020,11800,10750,10400,11850,11600,13100,12700,31700,31700,118150,121850,112800,24200,24200,30350,30350,26550,26550,37000,39100,35350,30900,30350,31400,14150,13100,14850,14200,14400,15950,13450,13950,12350,12450,14050,13750,15350,14750,37500,37500,148150,155150,144500,26950,26950,46200,46200,32450,32450,49950,57450,44350,52650,51550,53700,15950,15900,15950,13600,14100,13000
9/30/2020,11800,10750,10400,11850,11650,13100,12700,31450,31450,118150,121900,112800,24150,24150,30300,30300,26550,26550,37700,39500,36200,31550,31350,31800,14150,13100,14850,14200,14400,15950,13450,13950,12350,12450,14050,13750,15350,14750,37500,37500,148050,155200,144250,26900,26900,46150,46150,32500,32500,49850,56900,44700,52500,50950,54050,15950,16000,16000,13550,14100,12950
10/1/2020,11800,10750,10400,11850,11650,13100,12700,31450,31450,118150,121900,112800,24100,24100,30250,30250,26500,26500,38200,40000,36700,31700,31500,32000,14150,13150,14850,14200,14400,15950,13450,13950,12350,12450,14050,13750,15350,14750,37500,37500,148050,155200,144250,26900,26900,45950,45950,32500,32500,49900,56950,44800,52500,50950,54050,15950,15950,16000,13550,14100,12950
10/2/2020,11800,10750,10400,11850,11600,13050,12650,31350,31350,118150,121850,112800,24100,24100,30250,30250,26550,26550,38650,40600,37100,31800,31700,32000,14150,13100,14850,14200,14400,16000,13450,13950,12350,12450,14050,13750,15350,14750,37500,37500,148050,155200,144250,26900,26900,46050,46050,32500,32500,49900,56950,44800,52500,50950,54050,15950,15950,16000,13550,14100,12950
10/5/2020,11800,10750,10400,11850,11650,13100,12700,31400,31400,118150,121900,112800,24050,24050,30950,30950,26600,26600,41900,43750,40400,32400,32000,32750,14150,13050,14850,14200,14400,15900,13450,13950,12350,12450,14050,13750,15350,14750,37550,37550,148150,155200,144400,26900,26900,46050,46050,32500,32500,50350,57500,45250,52700,50950,54200,15950,16000,16000,13500,14050,12950
10/6/2020,11800,10750,10400,11850,11650,13100,12700,31550,31550,118150,121900,112800,23950,23950,31250,31250,26700,26700,42300,44150,40450,33300,32150,33200,14150,13100,14850,14200,14350,15900,13450,13950,12350,12450,14050,13750,15350,14750,37500,37500,148150,155250,144400,26900,26900,46050,46050,32550,32550,50400,57600,45250,52700,50950,54200,16000,16000,16000,13550,14050,12950
10/7/2020,11800,10750,10400,11850,11650,13100,12700,31550,31550,118150,121850,112800,23950,23950,31500,31500,26650,26650,42800,44400,40950,33200,32750,33400,14150,13050,14850,14200,14350,15900,13450,13950,12300,12450,14000,13700,15350,14750,38600,38600,147450,156100,143150,26550,26550,44950,44950,32350,32350,51550,58350,45850,52350,50200,55200,16000,16000,16000,13500,14000,12950
10/8/2020,11800,10750,10400,11850,11650,13100,12700,31600,31600,118300,121950,113000,23900,23900,31650,31650,26600,26600,43200,44650,41350,33150,32600,33300,14150,13050,14850,14200,14350,15900,13450,13950,12300,12450,14000,13700,15350,14750,38600,38600,147450,156100,143150,26550,26550,45000,45000,32350,32350,51650,58350,46100,52350,50200,55200,16000,16000,16000,13500,13950,12950
10/9/2020,11800,10750,10400,11850,11650,13100,12700,31650,31650,118150,121850,112800,23950,23950,31950,31950,26550,26550,43500,44550,41700,33300,32950,33250,14150,13050,14850,14250,14350,15950,13450,13950,12300,12450,14000,13700,15350,14750,38550,38550,147450,156100,143150,26550,26550,45000,45000,32350,32350,51700,58450,46100,52350,50200,55200,16000,16000,16000,13500,13950,12950
10/12/2020,11800,10750,10400,11850,11650,13100,12700,31700,31700,118200,121850,112850,24200,24200,33200,33200,26750,26750,43750,44450,42250,33100,33000,32900,14150,13100,14850,14250,14350,15950,13450,13950,12350,12450,14000,13700,15350,14750,38500,38500,147500,156100,143300,26550,26550,44950,44950,32350,32350,51700,58450,46100,52250,50100,55150,16000,16000,16000,13500,13950,12950
10/13/2020,11800,10800,10400,11850,11650,13100,12700,31950,31950,118200,121900,112850,24250,24250,33350,33350,26750,26750,43550,44200,42050,33600,33750,33150,14150,13100,14850,14250,14350,15950,13450,13950,12300,12450,14000,13700,15350,14750,38600,38600,147500,156100,143250,26550,26550,45050,45050,32350,32350,51850,58750,46200,52350,50200,55250,16000,16000,16000,13500,13950,12950
10/14/2020,11800,10800,10400,11850,11650,13100,12700,32000,32000,118200,121900,112850,24400,24400,33700,33700,26750,26750,43200,43900,41700,33700,33850,33300,14150,13100,14850,14250,14350,15900,13450,13950,12300,12450,14000,13750,15350,14750,37350,37350,147250,156300,142600,26400,26400,44050,44050,32650,32650,53650,60000,48400,52350,50150,55450,16050,16050,16100,13500,14000,13000
10/15/2020,11800,10800,10400,11850,11650,13100,12700,32100,32100,118200,121900,112850,24500,24500,33850,33850,26700,26700,42950,43450,41550,34250,34700,33700,14150,13100,14850,14250,14350,15950,13450,13950,12300,12450,14000,13750,15350,14750,37350,37350,147250,156300,142600,26400,26400,44050,44050,32650,32650,53750,60100,48500,51700,48700,55600,16050,16050,16100,13500,14000,13000
10/16/2020,11800,10750,10400,11850,11650,13100,12700,32250,32250,118200,121850,112850,24600,24600,34000,34000,26800,26800,42800,43300,41400,34150,34550,33650,14150,13100,14850,14250,14350,15950,13450,13950,12300,12450,14000,13750,15350,14750,37350,37350,147250,156300,142600,26400,26400,44050,44050,32650,32650,53750,60100,48500,51700,48700,55600,16050,16050,16100,13500,14000,13000
10/19/2020,11800,10750,10400,11850,11650,13100,12700,32500,32500,117350,120250,112800,24750,24750,34300,34300,26850,26850,42100,42400,40950,33950,34050,34050,14150,13100,14850,14250,14350,15900,13450,13950,12300,12450,14000,13750,15350,14750,37250,37250,147300,156250,142800,26350,26350,43950,43950,32550,32550,53700,59900,48600,51550,48600,55450,16050,16050,16100,13500,14000,13000
10/20/2020,11800,10750,10400,11850,11650,13100,12700,32400,32400,118150,121800,112800,24800,24800,34500,34500,27000,27000,42000,41900,41250,34300,34150,34550,14150,13100,14850,14250,14400,15900,13450,13950,12300,12450,14000,13750,15350,14750,37250,37250,147300,156300,142750,26350,26350,43950,43950,32600,32600,53750,59950,48600,51650,48750,55450,16050,16050,16100,13500,14000,13000
10/21/2020,11800,10750,10400,11850,11600,13100,12750,32500,32500,118150,121850,112850,24850,24850,34500,34500,27150,27150,41650,41650,40900,34400,34200,34750,14150,13100,14850,14250,14350,15900,13450,13950,12300,12450,14050,13750,15350,14750,38150,38150,145700,155600,140350,26250,26250,44250,44250,33100,33100,54850,61450,49350,51650,48650,55150,16650,17200,16100,13500,14000,13000
10/22/2020,11800,10750,10400,11850,11600,13100,12700,32500,32500,118150,121800,112800,24900,24900,34600,34600,27100,27100,41800,41500,41150,34350,33750,35200,14150,13100,14850,14300,14300,15800,13400,13950,12300,12450,14050,13750,15350,14750,38200,38200,145700,155600,140350,26250,26250,44200,44200,33050,33050,54850,61500,49400,51900,48500,55100,16650,17200,16150,13500,14000,13000
10/23/2020,11800,10750,10400,11850,11600,13100,12700,32450,32450,118150,121800,112800,24850,24850,34700,34700,27200,27200,41850,41500,41200,34600,33150,36000,14150,13100,14850,14300,14300,15800,13400,13950,12300,12450,14050,13750,15350,14750,38200,38200,145700,155600,140350,26250,26250,44200,44200,33050,33050,54850,61500,49400,51900,48500,55100,16650,17200,16150,13500,14000,13000
10/26/2020,11800,10750,10400,11850,11600,13100,12700,32800,32800,118100,121750,112750,24850,24850,35200,35200,27300,27300,42550,43550,41700,35400,33900,36750,14200,13150,14850,14300,14300,15800,13400,13950,12300,12450,14050,13750,15350,14750,38200,38200,146050,156300,140500,26350,26350,44200,44200,33050,33050,54850,61450,49400,51900,48500,55150,16650,17200,16150,13500,14050,12950
10/27/2020,11850,10700,10450,11850,11600,13100,12700,33150,33150,118550,122250,113200,24950,24950,35350,35350,27550,27550,43000,43150,42200,35600,33800,36900,14200,13150,14900,14350,14350,15800,13450,13950,12300,12450,14050,13750,15400,14750,38200,38200,146100,156300,140600,26350,26350,44400,44400,33050,33050,55250,61450,50150,52000,48400,55350,16100,16100,16150,13500,14000,12950
11/2/2020,11800,10750,10400,11850,11600,13100,12650,34100,34100,117850,121650,112400,24850,24850,35450,35450,27750,27750,43700,44400,42750,35550,33750,37050,14250,13250,14950,14350,14350,15800,13450,13950,12300,12450,14050,13750,15400,14750,37650,37650,146500,155850,141400,26850,26850,44800,44800,32950,32950,55150,60450,51400,51100,48050,53900,16150,16100,16200,13500,14000,12950
11/3/2020,11800,10750,10400,11850,11600,13100,12650,34200,34200,118150,121800,112800,24900,24900,35850,35850,27900,27900,43850,44800,42700,35200,33100,36750,14250,13250,14900,14350,14400,15850,13450,13950,12300,12450,14050,13750,15400,14750,37700,37700,146500,155800,141450,26850,26850,44800,44800,32950,32950,55250,60450,51450,51150,48100,53900,16150,16100,16200,13500,14000,12950
11/4/2020,11800,10800,10400,11850,11650,13100,12650,34350,34350,118300,121850,113050,24900,24900,36050,36050,27900,27900,43750,44500,42600,35300,33100,36950,14250,13300,14900,14350,14400,15900,13450,13950,12300,12450,14050,13750,15400,14800,38100,38100,146450,155900,141150,27050,27050,45950,45950,33050,33050,58450,63850,54500,52450,49500,55650,16250,16300,16250,13500,14050,12950
11/5/2020,11800,10800,10450,11850,11650,13100,12650,34500,34500,118250,121800,113000,25000,25000,36400,36400,28050,28050,43700,44600,42350,35550,33400,37300,14250,13300,14950,14350,14400,15850,13450,13950,12300,12450,14050,13750,15400,14800,38100,38100,146450,155900,141150,27050,27050,45850,45850,33150,33150,58550,64150,54550,52450,49500,55650,16300,16300,16300,13500,14050,12950
11/6/2020,11800,10800,10400,11850,11650,13100,12650,34650,34650,118250,121850,113000,25050,25050,36700,36700,28100,28100,43350,44050,42200,35700,33550,37650,14250,13300,14900,14350,14400,15900,13450,13950,12300,12450,14050,13750,15400,14800,38150,38150,146450,155900,141150,27050,27050,45850,45850,33150,33150,58550,64100,54550,52450,49500,55650,16300,16300,16300,13500,14050,12950
11/9/2020,11800,10800,10400,11850,11650,13100,12650,34900,34900,118250,121850,113000,25150,25150,37400,37400,28200,28200,42950,43800,41800,36400,33600,39200,14300,13350,14950,14350,14400,15850,13450,13950,12300,12450,14050,13750,15400,14800,38150,38150,146350,155550,141300,27050,27050,45950,45950,33200,33200,58650,64250,54600,52450,49500,55700,16250,16300,16250,13500,14050,12950
11/10/2020,11800,10800,10400,11850,11650,13050,12650,34900,34900,118250,121850,112950,25200,25200,37750,37750,28250,28250,42900,43550,41700,36650,33750,39400,14300,13300,14950,14350,14400,15850,13450,13950,12300,12450,14050,13750,15400,14800,38150,38150,146300,155500,141200,27050,27050,45950,45950,33200,33200,58650,64250,54600,52450,49500,55700,16300,16300,16300,13500,14050,12950
11/11/2020,11800,10800,10400,11850,11650,13100,12650,35000,35000,118250,121850,113000,25300,25300,38000,38000,28300,28300,42700,43650,41550,36650,33700,39600,14300,13300,14950,14400,14400,15850,13450,13950,12250,12450,14050,13750,15400,14800,37900,37900,146850,156150,142150,27000,27000,45750,45750,33650,33650,60450,65200,57200,53200,50650,55250,16350,16350,16400,13500,14050,12950
11/12/2020,11800,10750,10400,11850,11650,13100,12650,35100,35100,118350,121850,113150,25400,25400,38200,38200,28400,28400,42300,43450,41100,36600,33650,39650,14300,13350,14950,14400,14400,15850,13450,13950,12250,12450,14050,13750,15400,14800,37900,37900,146850,156150,142150,27000,27000,45750,45750,33650,33650,60450,65200,57250,53200,50650,55250,16350,16350,16400,13500,14050,12950
11/13/2020,11800,10750,10400,11850,11650,13100,12650,35100,35100,118350,121850,113150,25550,25550,38350,38350,28500,28500,42100,43050,41050,36350,33700,39150,14300,13350,14950,14400,14350,15850,13450,13950,12250,12450,14050,13750,15400,14800,37900,37900,146850,156150,142150,27000,27000,45750,45750,33650,33650,60450,65200,57250,53200,50650,55250,16350,16350,16400,13500,14050,12950
11/16/2020,11800,10750,10400,11850,11650,13050,12650,35300,35300,118300,121900,113050,25900,25900,38450,38450,28650,28650,41650,42550,40400,36700,34250,39150,14300,13350,14950,14350,14400,15850,13450,13950,12300,12450,14050,13750,15400,14800,37950,37950,147150,156650,142400,27000,27000,45850,45850,33650,33650,60450,65200,57200,53200,50600,55350,16350,16350,16400,13500,14050,12950
11/17/2020,11800,10750,10400,11850,11650,13050,12650,35350,35350,118350,121900,113200,26000,26000,38450,38450,28600,28600,41450,42250,40200,36700,34200,39150,14300,13400,15000,14400,14400,15850,13500,13950,12250,12450,14050,13750,15400,14800,38000,38000,147150,156650,142400,27050,27050,45900,45900,33650,33650,60650,65400,57400,53250,50600,55350,16350,16350,16400,13500,14050,12950
11/18/2020,11800,10750,10400,11850,11650,13050,12650,35200,35200,118200,121800,113050,26000,26000,38300,38300,28750,28750,41300,42300,40150,36400,34100,38700,14350,13400,15000,14400,14400,15850,13500,13950,12250,12450,14050,13750,15400,14800,38050,38050,148200,157150,142950,27300,27300,47050,47050,34150,34150,58950,63600,55900,52900,49450,56250,16450,16400,16500,13500,14000,12950
11/19/2020,11800,10750,10400,11850,11650,13050,12650,35300,35300,118250,121850,113050,26050,26050,38300,38300,28750,28750,41050,42350,39500,36050,33800,38450,14350,13400,15000,14400,14400,15900,13450,13950,12250,12450,14050,13750,15400,14800,38200,38200,147700,156600,142350,27450,27450,46950,46950,34150,34150,58100,61950,55900,52950,49500,56350,16450,16400,16500,13500,14000,12950
11/20/2020,11800,10750,10350,11850,11650,13100,12650,35300,35300,118250,121850,113050,26150,26150,38450,38450,28750,28750,41150,42550,39900,36150,33750,38800,14350,13400,15000,14400,14400,15850,13450,13950,12250,12450,14050,13750,15400,14800,38050,38050,148100,156900,142950,27300,27300,47050,47050,34200,34200,58050,61800,55950,52900,49400,56250,16450,16400,16500,13500,14000,12950
11/23/2020,11800,10750,10400,11850,11650,13050,12650,35250,35250,118700,122300,113550,26300,26300,38300,38300,28800,28800,40800,42450,39250,36200,33550,39550,14350,13400,15000,14400,14400,15850,13450,13950,12300,12450,14050,13750,15400,14800,38050,38050,147200,156900,138900,27350,27350,47100,47100,34200,34200,57950,61700,55950,52900,49350,56350,16450,16400,16500,13500,14000,12950
11/24/2020,11800,10750,10400,11850,11650,13050,12650,35300,35300,118550,122150,113400,26300,26300,38150,38150,28850,28850,40850,42200,39450,36450,33700,39800,14350,13400,15000,14400,14400,15850,13450,13950,12250,12450,14050,13750,15400,14800,38050,38050,147200,156900,138900,27350,27350,47100,47100,34200,34200,57950,61700,55950,52900,49350,56350,16450,16400,16500,13500,14000,12950
11/25/2020,11800,10750,10400,11850,11650,13050,12650,35350,35350,118500,122100,113350,26300,26300,38100,38100,28850,28850,40750,41950,39450,36750,33700,40350,14350,13400,15000,14400,14400,15800,13450,13950,12250,12450,14050,13750,15450,14800,38300,38300,147350,156600,139250,27800,27800,47450,47450,34250,34250,58250,63500,55150,53300,49850,56500,16450,16350,16550,13500,13950,12950
11/26/2020,11800,10750,10400,11850,11600,13050,12650,35400,35400,118500,122100,113350,26300,26300,38000,38000,28900,28900,41150,42750,39550,37500,34050,41250,14350,13450,15000,14400,14400,15850,13450,13950,12250,12450,14050,13750,15450,14800,38300,38300,147500,156800,139400,27800,27800,47400,47400,34250,34250,58250,63450,55150,53300,49850,56500,16450,16400,16550,13500,13950,12950
11/27/2020,11800,10750,10400,11850,11600,13050,12650,35250,35250,118500,122100,113350,26300,26300,37850,37850,28800,28800,42150,43650,40600,38050,34100,42300,14350,13450,15000,14400,14400,15800,13450,13950,12250,12450,14050,13750,15450,14800,38300,38300,147500,156800,139400,27800,27800,47400,47400,34250,34250,58250,63450,55150,53300,49850,56500,16450,16400,16550,13500,13950,12950
11/30/2020,11800,10750,10400,11850,11600,13050,12650,35050,35050,118450,122050,113300,26350,26350,37750,37750,28800,28800,44500,45700,43200,41300,36350,46400,14350,13450,15000,14400,14400,15800,13450,13950,12300,12450,14050,13750,15450,14800,38300,38300,147600,156800,139550,27800,27800,47400,47400,34250,34250,58450,63800,55250,53400,49950,56500,16450,16400,16550,13500,14000,12950
12/1/2020,11800,10800,10400,11850,11650,13050,12650,35000,35000,118400,122000,113250,26350,26350,37550,37550,28750,28750,45300,46550,44100,42600,36250,47200,14350,13450,15000,14400,14400,15800,13450,13950,12250,12450,14050,13750,15450,14800,38300,38300,147600,156800,139550,27800,27800,47400,47400,34250,34250,58450,63800,55250,53450,50000,56550,16450,16400,16550,13500,14000,12950
12/2/2020,11800,10750,10400,11850,11600,13050,12650,34850,34850,118450,122000,113250,26350,26350,37500,37500,28750,28750,45700,46850,44700,42600,36550,48600,14400,13500,15000,14450,14350,15800,13450,13950,12250,12450,14000,13750,15450,14800,38800,38800,147600,156800,140050,27950,27950,46950,46950,34600,34600,58600,62700,56650,53350,48800,57700,16500,16450,16550,13450,13950,12950
12/3/2020,11800,10750,10400,11850,11600,13050,12650,34750,34750,118400,122000,113250,26400,26400,37150,37150,28750,28750,46550,48100,45400,42750,37200,48300,14400,13500,15000,14450,14350,15800,13450,13950,12250,12450,14000,13750,15450,14800,38800,38800,147600,156800,140050,27950,27950,46950,46950,34600,34600,58650,62750,56700,53350,48800,57750,16500,16450,16550,13450,13950,12950
12/4/2020,11800,10750,10400,11850,11600,13050,12650,34650,34650,118400,122000,113250,26450,26450,37450,37450,28750,28750,47450,49100,46250,43800,38100,49750,14400,13400,15050,14450,14350,15800,13450,13950,12250,12450,14000,13750,15450,14800,38800,38800,147600,156800,140050,27950,27950,47050,47050,34700,34700,58650,62750,56700,53500,48950,57950,16500,16450,16550,13450,13950,12950
12/7/2020,11800,10750,10400,11850,11600,13050,12650,34450,34450,118500,122150,113300,26800,26800,37500,37500,28700,28700,48650,50900,47450,46250,39500,52650,14400,13450,15050,14450,14350,15800,13450,13950,12300,12450,14000,13750,15450,14800,38800,38800,147650,156800,140200,28000,28000,47050,47050,34700,34700,58650,62700,56750,53300,48950,57750,16500,16450,16550,13450,13950,12950
12/8/2020,11800,10750,10400,11850,11600,13050,12650,34350,34350,118500,122150,113300,27000,27000,37500,37500,28700,28700,49200,51700,47900,46700,39900,53450,14400,13450,15050,14450,14350,15800,13450,13950,12250,12450,14000,13750,15450,14800,38800,38800,147650,156800,140200,28050,28050,47000,47000,34700,34700,58850,62850,57000,53450,49050,57950,16500,16450,16550,13450,13950,12950
12/9/2020,12750,11700,11100,12650,12550,14300,14100,37100,37100,125900,128350,123400,28450,28450,46600,46600,34350,34350,48400,52150,44700,61150,50050,72250,15200,14400,15650,15000,15300,17100,13500,14050,12200,12350,14150,13800,15600,14750,38900,38900,147700,159350,137500,28700,28700,47150,47150,34100,34100,60150,64450,58550,56850,51850,60650,16400,16500,16250,13550,14000,13050
